Name,move1,move2,move3,move4,move5,move6,move7,move8,move9,move10,move11,move12,move13,move14,move15,move16,move17,move18,move19,move20,move21,move22,move23,move24,move25,move26
Tyranitar,Start - Thunder Fang,Start - Ice Fang,Start - Fire Fang,Start - Bite,Start - Leer,Start - Sandstorm,Start - Screech,L5 - Sandstorm,L10 - Screech,L14 - Chip Away,L19 - Rock Slide,L23 - Scary Face,L28 - Thrash,L34 - Dark Pulse,L41 - Payback,L47 - Crunch,L54 - Earthquake,L63 - Stone Edge,L73 - Hyper Beam,L82 - Giga Impact,TM02 - Dragon Claw,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt
Lugia,Start - Whirlwind,Start - Weather Ball,L9 - Gust,L15 - Dragon Rush,L23 - Extrasensory,L29 - Rain Dance,L37 - Hydro Pump,L43 - Aeroblast,L50 - Punishment,L57 - Ancient Power,L65 - Safeguard,L71 - Recover,L79 - Future Sight,L85 - Natural Gift,L93 - Calm Mind,L99 - Sky Attack,TM03 - Psyshock,TM04 - Calm Mind,TM05 - Roar,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM11 - Sunny Day,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam
Ho-Oh,Start - Whirlwind,Start - Weather Ball,L9 - Gust,L15 - Brave Bird,L23 - Extrasensory,L29 - Sunny Day,L37 - Fire Blast,L43 - Sacred Fire,L50 - Punishment,L57 - Ancient Power,L65 - Safeguard,L71 - Recover,L79 - Future Sight,L85 - Natural Gift,L93 - Calm Mind,L99 - Sky Attack,TM04 - Calm Mind,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM19 - Roost
Celebi,Start - Leech Seed,Start - Confusion,Start - Recover,Start - Heal Bell,L10 - Safeguard,L19 - Magical Leaf,L28 - Ancient Power,L37 - Baton Pass,L46 - Natural Gift,L55 - Heal Block,L64 - Future Sight,L73 - Healing Wish,L82 - Leaf Storm,L91 - Perish Song,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return
Treecko,Start - Pound,Start - Leer,L5 - Absorb,L9 - Quick Attack,L13 - Mega Drain,L17 - Pursuit,L21 - Giga Drain,L25 - Agility,L29 - Slam,L33 - Detect,L37 - Energy Ball,L41 - Quick Guard,L45 - Endeavor,L49 - Screech,TM01 - Work Up,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM31 - Brick Break,TM32 - Double Team,TM39 - Rock Tomb
Grovyle,Start - Fury Cutter,Start - Pound,Start - Leer,Start - Absorb,Start - Quick Attack,L5 - Absorb,L9 - Quick Attack,L13 - Mega Drain,L18 - Pursuit,L23 - Leaf Blade,L28 - Agility,L33 - Slam,L38 - Detect,L43 - X-Scissor,L48 - False Swipe,L53 - Quick Guard,L58 - Leaf Storm,L63 - Screech,TM01 - Work Up,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam
Sceptile,Start - Dual Chop,Start - Fury Cutter,Start - Leaf Storm,Start - Night Slash,Start - Pound,Start - Leer,Start - Absorb,Start - Quick Attack,L5 - Absorb,L9 - Quick Attack,L13 - Mega Drain,L18 - Pursuit,L23 - Leaf Blade,L28 - Agility,L33 - Slam,L39 - Detect,L45 - X-Scissor,L51 - False Swipe,L57 - Quick Guard,L63 - Leaf Storm,L69 - Screech,TM01 - Work Up,TM02 - Dragon Claw,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power
Sceptile,Start - Dual Chop,Start - Fury Cutter,Start - Leaf Storm,Start - Night Slash,Start - Pound,Start - Leer,Start - Absorb,Start - Quick Attack,L5 - Absorb,L9 - Quick Attack,L13 - Mega Drain,L18 - Pursuit,L23 - Leaf Blade,L28 - Agility,L33 - Slam,L39 - Detect,L45 - X-Scissor,L51 - False Swipe,L57 - Quick Guard,L63 - Leaf Storm,L69 - Screech,TM01 - Work Up,TM02 - Dragon Claw,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power
Torchic,Start - Scratch,Start - Growl,L5 - Ember,L10 - Sand Attack,L14 - Peck,L19 - Fire Spin,L23 - Quick Attack,L28 - Flame Burst,L32 - Focus Energy,L37 - Slash,L41 - Mirror Move,L46 - Flamethrower,TM01 - Work Up,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM21 - Frustration,TM27 - Return,TM32 - Double Team,TM35 - Flamethrower,TM38 - Fire Blast,TM39 - Rock Tomb,TM40 - Aerial Ace,TM42 - Facade,TM43 - Flame Charge
Combusken,Start - Double Kick,Start - Scratch,Start - Growl,Start - Ember,Start - Sand Attack,L5 - Ember,L10 - Sand Attack,L14 - Peck,L20 - Flame Charge,L25 - Quick Attack,L31 - Bulk Up,L36 - Focus Energy,L42 - Slash,L47 - Mirror Move,L53 - Sky Uppercut,L58 - Flare Blitz,TM01 - Work Up,TM06 - Toxic,TM08 - Bulk Up,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM21 - Frustration,TM27 - Return,TM31 - Brick Break,TM32 - Double Team
Blaziken,Start - Blaze Kick,Start - Double Kick,Start - Flare Blitz,Start - Fire Punch,Start - High Jump Kick,Start - Scratch,Start - Growl,Start - Ember,Start - Sand Attack,L5 - Ember,L10 - Sand Attack,L14 - Peck,L20 - Flame Charge,L25 - Quick Attack,L31 - Bulk Up,L37 - Focus Energy,L44 - Slash,L50 - Brave Bird,L57 - Sky Uppercut,L63 - Flare Blitz,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM08 - Bulk Up,TM10 - Hidden Power,TM11 - Sunny Day
Blaziken,Start - Blaze Kick,Start - Double Kick,Start - Flare Blitz,Start - Fire Punch,Start - High Jump Kick,Start - Scratch,Start - Growl,Start - Ember,Start - Sand Attack,L5 - Ember,L10 - Sand Attack,L14 - Peck,L20 - Flame Charge,L25 - Quick Attack,L31 - Bulk Up,L37 - Focus Energy,L44 - Slash,L50 - Brave Bird,L57 - Sky Uppercut,L63 - Flare Blitz,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM08 - Bulk Up,TM10 - Hidden Power,TM11 - Sunny Day
Mudkip,Start - Tackle,Start - Growl,L4 - Water Gun,L9 - Mud-Slap,L12 - Foresight,L17 - Bide,L20 - Mud Sport,L25 - Rock Throw,L28 - Protect,L33 - Whirlpool,L36 - Take Down,L41 - Hydro Pump,L44 - Endeavor,TM01 - Work Up,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM13 - Ice Beam,TM14 - Blizzard,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM27 - Return,TM32 - Double Team,TM34 - Sludge Wave,TM39 - Rock Tomb
Marshtomp,Start - Mud Shot,Start - Tackle,Start - Growl,Start - Water Gun,Start - Mud-Slap,L4 - Water Gun,L9 - Mud-Slap,L12 - Foresight,L18 - Bide,L22 - Mud Bomb,L28 - Rock Slide,L32 - Protect,L38 - Muddy Water,L42 - Take Down,L48 - Earthquake,L52 - Endeavor,TM01 - Work Up,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM13 - Ice Beam,TM14 - Blizzard,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM26 - Earthquake
Swampert,Start - Mud Shot,Start - Hammer Arm,Start - Tackle,Start - Growl,Start - Water Gun,Start - Mud-Slap,L4 - Water Gun,L9 - Mud-Slap,L12 - Foresight,L18 - Bide,L22 - Mud Bomb,L28 - Rock Slide,L32 - Protect,L39 - Muddy Water,L44 - Take Down,L51 - Earthquake,L56 - Endeavor,L63 - Hammer Arm,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam
Swampert,Start - Mud Shot,Start - Hammer Arm,Start - Tackle,Start - Growl,Start - Water Gun,Start - Mud-Slap,L4 - Water Gun,L9 - Mud-Slap,L12 - Foresight,L18 - Bide,L22 - Mud Bomb,L28 - Rock Slide,L32 - Protect,L39 - Muddy Water,L44 - Take Down,L51 - Earthquake,L56 - Endeavor,L63 - Hammer Arm,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam
Poochyena,Start - Tackle,L4 - Howl,L7 - Sand Attack,L10 - Bite,L13 - Odor Sleuth,L16 - Roar,L19 - Swagger,L22 - Assurance,L25 - Scary Face,L28 - Embargo,L31 - Taunt,L34 - Crunch,L37 - Yawn,L40 - Take Down,L43 - Sucker Punch,L46 - Play Rough,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM27 - Return,TM30 - Shadow Ball
Mightyena,Start - Snarl,Start - Fire Fang,Start - Thunder Fang,Start - Ice Fang,Start - Crunch,Start - Thief,Start - Tackle,Start - Howl,Start - Sand Attack,Start - Bite,L4 - Howl,L7 - Sand Attack,L10 - Bite,L13 - Odor Sleuth,L16 - Roar,L20 - Swagger,L24 - Assurance,L28 - Scary Face,L32 - Embargo,L36 - Taunt,L40 - Crunch,L44 - Yawn,L48 - Take Down,L52 - Sucker Punch,L56 - Play Rough,TM05 - Roar
Zigzagoon,Start - Tackle,Start - Growl,L5 - Tail Whip,L7 - Sand Attack,L11 - Headbutt,L12 - Baby-Doll Eyes,L13 - Odor Sleuth,L17 - Mud Sport,L19 - Pin Missile,L23 - Covet,L25 - Bestow,L29 - Flail,L31 - Take Down,L35 - Rest,L37 - Belly Drum,L41 - Fling,TM01 - Work Up,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM13 - Ice Beam,TM14 - Blizzard,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM24 - Thunderbolt
Linoone,Start - Play Rough,Start - Rototiller,Start - Switcheroo,Start - Tackle,Start - Growl,Start - Tail Whip,Start - Sand Attack,L5 - Tail Whip,L7 - Sand Attack,L11 - Headbutt,L13 - Odor Sleuth,L17 - Mud Sport,L19 - Fury Swipes,L24 - Covet,L27 - Bestow,L32 - Slash,L35 - Double-Edge,L40 - Rest,L43 - Belly Drum,L48 - Fling,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM13 - Ice Beam
Wurmple,Start - Tackle,Start - String Shot,L5 - Poison Sting,L15 - Bug Bite,ORAS - Bug Bite,ORAS - Electroweb,ORAS - Snore,,,,,,,,,,,,,,,,,,,
Silcoon,Start - Harden,ORAS - Bug Bite,ORAS - Iron Defense,ORAS - Electroweb,Prev - Tackle,Prev - String Shot,Prev - Poison Sting,Prev - Bug Bite,,,,,,,,,,,,,,,,,,
Beautifly,Start - Gust,L12 - Absorb,L15 - Stun Spore,L17 - Morning Sun,L20 - Air Cutter,L22 - Mega Drain,L25 - Silver Wind,L27 - Attract,L30 - Whirlwind,L32 - Giga Drain,L35 - Bug Buzz,L37 - Rage,L40 - Quiver Dance,TM06 - Toxic,TM09 - Venoshock,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM19 - Roost,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM29 - Psychic,TM30 - Shadow Ball
Cascoon,Start - Harden,ORAS - Bug Bite,ORAS - Iron Defense,ORAS - Electroweb,,,,,,,,,,,,,,,,,,,,,,
Dustox,Start - Gust,L12 - Confusion,L15 - Poison Powder,L17 - Moonlight,L20 - Venoshock,L22 - Psybeam,L25 - Silver Wind,L27 - Light Screen,L30 - Whirlwind,L32 - Toxic,L35 - Bug Buzz,L37 - Protect,L40 - Quiver Dance,TM06 - Toxic,TM09 - Venoshock,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM19 - Roost,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM29 - Psychic,TM30 - Shadow Ball
Lotad,Start - Astonish,L3 - Growl,L6 - Absorb,L9 - Bubble,L12 - Natural Gift,L15 - Mist,L18 - Mega Drain,L21 - Bubble Beam,L24 - Nature Power,L27 - Rain Dance,L30 - Giga Drain,L33 - Zen Headbutt,L36 - Energy Ball,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM11 - Sunny Day,TM13 - Ice Beam,TM14 - Blizzard,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM32 - Double Team,TM42 - Facade
Lombre,Start - Astonish,L3 - Growl,L6 - Absorb,L9 - Bubble,L12 - Fury Swipes,L16 - Fake Out,L20 - Water Sport,L24 - Bubble Beam,L28 - Nature Power,L32 - Uproar,L36 - Knock Off,L40 - Zen Headbutt,L44 - Hydro Pump,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM11 - Sunny Day,TM13 - Ice Beam,TM14 - Blizzard,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM31 - Brick Break,TM32 - Double Team
Ludicolo,Start - Astonish,Start - Growl,Start - Mega Drain,Start - Nature Power,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM11 - Sunny Day,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM31 - Brick Break,TM32 - Double Team,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM48 - Round,TM49 - Echoed Voice,TM52 - Focus Blast,TM53 - Energy Ball
Seedot,Start - Bide,L3 - Harden,L9 - Growth,L15 - Nature Power,L21 - Synthesis,L27 - Sunny Day,L33 - Explosion,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM30 - Shadow Ball,TM32 - Double Team,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM48 - Round,TM53 - Energy Ball,TM54 - False Swipe,TM64 - Explosion,TM75 - Swords Dance,TM86 - Grass Knot,TM87 - Swagger
Nuzleaf,Start - Razor Leaf,Start - Pound,L3 - Harden,L6 - Growth,L9 - Torment,L12 - Fake Out,L16 - Nature Power,L20 - Razor Wind,L24 - Feint Attack,L28 - Leaf Blade,L32 - Swagger,L36 - Extrasensory,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM30 - Shadow Ball,TM31 - Brick Break,TM32 - Double Team,TM39 - Rock Tomb,TM41 - Torment,TM42 - Facade
Shiftry,Start - Razor Leaf,Start - Feint Attack,Start - Whirlwind,Start - Nasty Plot,L20 - Leaf Tornado,L32 - Hurricane,L44 - Leaf Storm,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM30 - Shadow Ball,TM31 - Brick Break,TM32 - Double Team,TM39 - Rock Tomb,TM40 - Aerial Ace,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM47 - Low Sweep
Taillow,Start - Peck,Start - Growl,L5 - Focus Energy,L9 - Quick Attack,L13 - Wing Attack,L17 - Double Team,L21 - Aerial Ace,L25 - Quick Guard,L29 - Agility,L33 - Air Slash,L37 - Endeavor,L41 - Brave Bird,L45 - Reversal,TM01 - Work Up,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM18 - Rain Dance,TM19 - Roost,TM21 - Frustration,TM27 - Return,TM32 - Double Team,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest
Swellow,Start - Brave Bird,Start - Air Slash,Start - Pluck,Start - Peck,Start - Growl,Start - Focus Energy,Start - Quick Attack,L5 - Focus Energy,L9 - Quick Attack,L13 - Wing Attack,L17 - Double Team,L21 - Aerial Ace,L27 - Quick Guard,L33 - Agility,L39 - Air Slash,L45 - Endeavor,L51 - Brave Bird,L57 - Reversal,TM01 - Work Up,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM19 - Roost
Wingull,Start - Growl,Start - Water Gun,L5 - Supersonic,L8 - Wing Attack,L12 - Mist,L15 - Water Pulse,L19 - Quick Attack,L22 - Air Cutter,L26 - Pursuit,L29 - Aerial Ace,L33 - Roost,L36 - Agility,L40 - Air Slash,L43 - Hurricane,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM13 - Ice Beam,TM14 - Blizzard,TM17 - Protect,TM18 - Rain Dance,TM19 - Roost,TM21 - Frustration,TM27 - Return,TM32 - Double Team,TM40 - Aerial Ace
Pelipper,Start - Protect,Start - Hurricane,Start - Hydro Pump,Start - Tailwind,Start - Soak,Start - Growl,Start - Water Gun,Start - Water Sport,Start - Wing Attack,L5 - Supersonic,L8 - Wing Attack,L12 - Mist,L15 - Water Pulse,L19 - Payback,L22 - Brine,L28 - Fling,L33 - Stockpile,L33 - Swallow,L33 - Spit Up,L39 - Roost,L44 - Tailwind,L50 - Hydro Pump,L55 - Hurricane,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power
Ralts,Start - Growl,L4 - Confusion,L6 - Double Team,L9 - Teleport,L11 - Disarming Voice,L14 - Lucky Chant,L17 - Magical Leaf,L19 - Heal Pulse,L22 - Draining Kiss,L24 - Calm Mind,L27 - Psychic,L29 - Imprison,L32 - Future Sight,L34 - Charm,L37 - Hypnosis,L39 - Dream Eater,L42 - Stored Power,TM03 - Psyshock,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance
Kirlia,Start - Growl,Start - Confusion,Start - Double Team,Start - Teleport,L4 - Confusion,L6 - Double Team,L9 - Teleport,L11 - Disarming Voice,L14 - Lucky Chant,L17 - Magical Leaf,L19 - Heal Pulse,L23 - Draining Kiss,L26 - Calm Mind,L30 - Psychic,L33 - Imprison,L37 - Future Sight,L40 - Charm,L44 - Hypnosis,L47 - Dream Eater,L51 - Stored Power,TM03 - Psyshock,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt
Gardevoir,Start - Moonblast,Start - Stored Power,Start - Misty Terrain,Start - Healing Wish,Start - Growl,Start - Confusion,Start - Double Team,Start - Teleport,L4 - Confusion,L6 - Double Team,L9 - Teleport,L11 - Disarming Voice,L14 - Wish,L17 - Magical Leaf,L19 - Heal Pulse,L23 - Draining Kiss,L26 - Calm Mind,L31 - Psychic,L35 - Imprison,L40 - Future Sight,L44 - Captivate,L49 - Hypnosis,L53 - Dream Eater,L58 - Stored Power,L62 - Moonblast,TM03 - Psyshock
Gardevoir,Start - Moonblast,Start - Stored Power,Start - Misty Terrain,Start - Healing Wish,Start - Growl,Start - Confusion,Start - Double Team,Start - Teleport,L4 - Confusion,L6 - Double Team,L9 - Teleport,L11 - Disarming Voice,L14 - Wish,L17 - Magical Leaf,L19 - Heal Pulse,L23 - Draining Kiss,L26 - Calm Mind,L31 - Psychic,L35 - Imprison,L40 - Future Sight,L44 - Captivate,L49 - Hypnosis,L53 - Dream Eater,L58 - Stored Power,L62 - Moonblast,TM03 - Psyshock
Surskit,Start - Bubble,L6 - Quick Attack,L9 - Sweet Scent,L14 - Water Sport,L17 - Bubble Beam,L22 - Agility,L25 - Mist,L25 - Haze,L30 - Aqua Jet,L35 - Baton Pass,L38 - Sticky Web,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM13 - Ice Beam,TM14 - Blizzard,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM30 - Shadow Ball,TM32 - Double Team,TM42 - Facade,TM44 - Rest,TM45 - Attract
Masquerain,Start - Quiver Dance,Start - Whirlwind,Start - Bug Buzz,Start - Ominous Wind,Start - Bubble,Start - Quick Attack,Start - Sweet Scent,Start - Water Sport,L6 - Quick Attack,L9 - Sweet Scent,L14 - Water Sport,L17 - Gust,L22 - Scary Face,L22 - Air Cutter,L26 - Stun Spore,L32 - Silver Wind,L38 - Air Slash,L42 - Bug Buzz,L48 - Whirlwind,L52 - Quiver Dance,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam
Shroomish,Start - Absorb,Start - Tackle,L5 - Stun Spore,L8 - Leech Seed,L12 - Mega Drain,L15 - Headbutt,L19 - Poison Powder,L22 - Worry Seed,L26 - Giga Drain,L29 - Growth,L33 - Toxic,L36 - Seed Bomb,L40 - Spore,TM06 - Toxic,TM09 - Venoshock,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM32 - Double Team,TM36 - Sludge Bomb,TM42 - Facade,TM44 - Rest
Breloom,Start - Mach Punch,Start - Absorb,Start - Tackle,Start - Stun Spore,Start - Leech Seed,L5 - Stun Spore,L8 - Leech Seed,L12 - Mega Drain,L15 - Headbutt,L19 - Feint,L22 - Counter,L28 - Force Palm,L33 - Mind Reader,L39 - Sky Uppercut,L44 - Seed Bomb,L50 - Dynamic Punch,TM01 - Work Up,TM06 - Toxic,TM08 - Bulk Up,TM09 - Venoshock,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM20 - Safeguard,TM21 - Frustration
Slakoth,Start - Scratch,Start - Yawn,L6 - Encore,L9 - Slack Off,L14 - Feint Attack,L17 - Amnesia,L22 - Covet,L25 - Chip Away,L30 - Counter,L33 - Flail,L38 - Play Rough,TM01 - Work Up,TM06 - Toxic,TM08 - Bulk Up,TM10 - Hidden Power,TM11 - Sunny Day,TM13 - Ice Beam,TM14 - Blizzard,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM22 - Solar Beam,TM24 - Thunderbolt,TM25 - Thunder,TM27 - Return,TM30 - Shadow Ball
Vigoroth,Start - Reversal,Start - Scratch,Start - Focus Energy,Start - Encore,Start - Uproar,L6 - Encore,L9 - Uproar,L14 - Fury Swipes,L17 - Endure,L23 - Slash,L27 - Chip Away,L33 - Counter,L37 - Focus Punch,L43 - Reversal,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM08 - Bulk Up,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM13 - Ice Beam,TM14 - Blizzard,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration
Slaking,Start - Swagger,Start - Hammer Arm,Start - Punishment,Start - Fling,Start - Scratch,Start - Yawn,Start - Encore,Start - Slack Off,L6 - Encore,L9 - Slack Off,L14 - Feint Attack,L17 - Amnesia,L23 - Covet,L27 - Chip Away,L33 - Counter,L39 - Flail,L47 - Fling,L53 - Punishment,L61 - Hammer Arm,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM08 - Bulk Up,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt
Nincada,Start - Scratch,Start - Harden,L5 - Absorb,L9 - Sand Attack,L13 - Fury Swipes,L17 - Mud-Slap,L21 - Metal Claw,L25 - Mind Reader,L29 - Bide,L33 - False Swipe,L37 - Dig,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM28 - Leech Life,TM30 - Shadow Ball,TM32 - Double Team,TM37 - Sandstorm,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM48 - Round
Ninjask,Start - Double Team,Start - Screech,Start - Fury Cutter,Start - Double Team,Start - Screech,Start - Fury Cutter,Start - Bug Bite,Start - Scratch,Start - Harden,Start - Absorb,Start - Sand Attack,L5 - Absorb,L9 - Sand Attack,L13 - Fury Swipes,L17 - Agility,L23 - Slash,L29 - Mind Reader,L35 - Baton Pass,L41 - Swords Dance,L47 - X-Scissor,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM19 - Roost
Shedinja,Start - Scratch,Start - Harden,Start - Absorb,Start - Sand Attack,L5 - Absorb,L9 - Sand Attack,L13 - Fury Swipes,L17 - Spite,L21 - Shadow Sneak,L25 - Mind Reader,L29 - Confuse Ray,L33 - Shadow Ball,L37 - Grudge,L41 - Heal Block,L45 - Phantom Force,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM28 - Leech Life,TM30 - Shadow Ball,TM32 - Double Team
Whismur,Start - Pound,L4 - Echoed Voice,L8 - Astonish,L11 - Howl,L15 - Screech,L18 - Supersonic,L22 - Stomp,L25 - Uproar,L29 - Roar,L32 - Rest,L36 - Sleep Talk,L39 - Hyper Voice,L43 - Synchronoise,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM13 - Ice Beam,TM14 - Blizzard,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM30 - Shadow Ball
Loudred,Start - Bite,Start - Pound,Start - Echoed Voice,Start - Astonish,Start - Howl,L4 - Echoed Voice,L9 - Astonish,L11 - Howl,L15 - Screech,L18 - Supersonic,L23 - Stomp,L27 - Uproar,L32 - Roar,L36 - Rest,L41 - Sleep Talk,L45 - Hyper Voice,L50 - Synchronoise,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM13 - Ice Beam,TM14 - Blizzard,TM17 - Protect
Exploud,Start - Crunch,Start - Bite,Start - Boomburst,Start - Ice Fang,Start - Fire Fang,Start - Thunder Fang,Start - Pound,Start - Echoed Voice,Start - Astonish,Start - Howl,L4 - Echoed Voice,L9 - Astonish,L11 - Howl,L15 - Screech,L18 - Supersonic,L23 - Stomp,L27 - Uproar,L32 - Roar,L36 - Rest,L42 - Sleep Talk,L47 - Hyper Voice,L53 - Synchronoise,L58 - Boomburst,L64 - Hyper Beam,TM01 - Work Up,TM05 - Roar
Makuhita,Start - Tackle,Start - Focus Energy,L4 - Sand Attack,L7 - Arm Thrust,L10 - Fake Out,L13 - Force Palm,L16 - Whirlwind,L19 - Knock Off,L22 - Vital Throw,L25 - Belly Drum,L28 - Smelling Salts,L31 - Seismic Toss,L34 - Wake-Up Slap,L37 - Endure,L40 - Close Combat,L43 - Reversal,L46 - Heavy Slam,TM01 - Work Up,TM06 - Toxic,TM08 - Bulk Up,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM23 - Smack Down
