,ndex,species,pokemon,move1,move2,move3,move4,move5,move6,move7,move8,move9,move10,move11,move12,move13,move14,move15,move16,move17,move18,move19,move20,move21,move22,move23,move24,move25,move26,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,move73,move74,move75,move76,move77,move78,move79,move80,move81,move82,move83,move84,move85,move86,move87,move88,move89,move90,move91,move92,move93,move94,move95,move96,move97,move98,move99,move100,move101,move102,move103,move104,move105,move106,move107,move108,move109,move110,move111,move112,move113,move114,move115,move116,move117,move118,move119,move120,move121,move122,move123,move124,move125,move126,move127,move128,move129,move130,move131,move132,move133,move134,move135,move136,move137,move138,move139,move140,move141,move142,move143,move144,move145,move146,move147,move148,move149,move150,move151,move152,move153,move154,move155,move156,move157,move158,move159,move160,move161,move162,move163,move164,move165,move166,move167,move168,move169,move170,move171,move172,move173,move174
388,332,Cacturne,Cacturne,Start - Spiky Shield,Start - Destiny Bond,Start - Revenge,Start - Poison Sting,Start - Leer,Start - Absorb,Start - Growth,L4 - Absorb,L7 - Growth,L10 - Leech Seed,L13 - Sand Attack,L16 - Needle Arm,L19 - Feint Attack,L22 - Ingrain,L26 - Payback,L30 - Spikes,L35 - Sucker Punch,L38 - Pin Missile,L44 - Energy Ball,L49 - Cotton Spore,L54 - Sandstorm,L59 - Destiny Bond,06 - Toxic,09 - Venoshock,10 - Hidden Power,11 - Sunny Day,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ORAS - Thunder Punch,ORAS - Block,ORAS - Foul Play,ORAS - Superpower,ORAS - Snore,ORAS - Synthesis,ORAS - Role Play,ORAS - Giga Drain,ORAS - Drain Punch,ORAS - Focus Punch,ORAS - Worry Seed,ORAS - Spite,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
389,333,Swablu,Swablu,Start - Peck,Start - Growl,L3 - Astonish,L5 - Sing,L7 - Fury Attack,L9 - Safeguard,L11 - Disarming Voice,L14 - Mist,L17 - Round,L20 - Natural Gift,L23 - Take Down,L26 - Refresh,L30 - Mirror Move,L34 - Cotton Guard,L38 - Dragon Pulse,L42 - Perish Song,L46 - Moonblast,06 - Toxic,10 - Hidden Power,11 - Sunny Day,13 - Ice Beam,17 - Protect,18 - Rain Dance,19 - Roost,20 - Safeguard,21 - Frustration,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
390,334,Altaria,Altaria,Start - Dragon Breath,Start - Sky Attack,Start - Pluck,Start - Peck,Start - Growl,Start - Astonish,Start - Sing,L3 - Astonish,L5 - Sing,L7 - Fury Attack,L9 - Safeguard,L11 - Disarming Voice,L14 - Mist,L17 - Round,L20 - Natural Gift,L23 - Take Down,L26 - Refresh,L30 - Dragon Dance,L34 - Cotton Guard,L40 - Dragon Pulse,L46 - Perish Song,L52 - Moonblast,L59 - Sky Attack,02 - Dragon Claw,05 - Roar,06 - Toxic,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ORAS - Hyper Voice,ORAS - Iron Tail,ORAS - Snore,ORAS - Heat Wave,ORAS - Heal Bell,ORAS - Tailwind,ORAS - Sky Attack,ORAS - Air Cutter,ORAS - Wonder Room,ORAS - Outrage,Prev - Mirror Move,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
391,334,Altaria,Altaria (Mega Altaria),Start - Dragon Breath,Start - Sky Attack,Start - Pluck,Start - Peck,Start - Growl,Start - Astonish,Start - Sing,L3 - Astonish,L5 - Sing,L7 - Fury Attack,L9 - Safeguard,L11 - Disarming Voice,L14 - Mist,L17 - Round,L20 - Natural Gift,L23 - Take Down,L26 - Refresh,L30 - Dragon Dance,L34 - Cotton Guard,L40 - Dragon Pulse,L46 - Perish Song,L52 - Moonblast,L59 - Sky Attack,02 - Dragon Claw,05 - Roar,06 - Toxic,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ORAS - Hyper Voice,ORAS - Iron Tail,ORAS - Snore,ORAS - Heat Wave,ORAS - Heal Bell,ORAS - Tailwind,ORAS - Sky Attack,ORAS - Air Cutter,ORAS - Wonder Room,ORAS - Outrage,Prev - Mirror Move,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
392,335,Zangoose,Zangoose,Start - Scratch,Start - Leer,L5 - Quick Attack,L8 - Fury Cutter,L12 - Pursuit,L15 - Hone Claws,L19 - Slash,L22 - Revenge,L26 - Crush Claw,L29 - False Swipe,L33 - Embargo,L36 - Detect,L40 - X-Scissor,L43 - Taunt,L47 - Swords Dance,L50 - Close Combat,01 - Work Up,05 - Roar,06 - Toxic,10 - Hidden Power,11 - Sunny Day,12 - Taunt,13 - Ice Beam,14 - Blizzard,17 - Protect,18 - Rain Dance,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ORAS - Thunder Punch,ORAS - Fire Punch,ORAS - Ice Punch,ORAS - Last Resort,ORAS - Icy Wind,ORAS - Iron Tail,ORAS - Snore,ORAS - Knock Off,ORAS - Giga Drain,ORAS - Focus Punch,ORAS - Shock Wave,ORAS - Water Pulse,ORAS - Endeavor,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
393,336,Seviper,Seviper,Start - Wrap,Start - Swagger,L4 - Bite,L6 - Lick,L9 - Poison Tail,L11 - Feint,L14 - Screech,L16 - Venoshock,L19 - Glare,L21 - Poison Fang,L24 - Venom Drench,L26 - Night Slash,L29 - Gastro Acid,L31 - Poison Jab,L34 - Haze,L36 - Swords Dance,L39 - Crunch,L41 - Belch,L44 - Coil,L46 - Wring Out,06 - Toxic,09 - Venoshock,10 - Hidden Power,11 - Sunny Day,12 - Taunt,17 - Protect,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
394,337,Lunatone,Lunatone,Start - Power Gem,Start - Psyshock,Start - Moonblast,Start - Tackle,Start - Harden,Start - Confusion,Start - Rock Throw,L5 - Hypnosis,L9 - Rock Polish,L13 - Psywave,L17 - Embargo,L21 - Rock Slide,L25 - Cosmic Power,L29 - Psychic,L33 - Heal Block,L37 - Stone Edge,L41 - Future Sight,L45 - Explosion,L49 - Magic Room,03 - Psyshock,04 - Calm Mind,06 - Toxic,10 - Hidden Power,13 - Ice Beam,14 - Blizzard,15 - Hyper Beam,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ORAS - Recycle,ORAS - Stealth Rock,ORAS - Skill Swap,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
395,338,Solrock,Solrock,Start - Flare Blitz,Start - Tackle,Start - Harden,Start - Confusion,Start - Rock Throw,L5 - Fire Spin,L9 - Rock Polish,L13 - Psywave,L17 - Embargo,L21 - Rock Slide,L25 - Cosmic Power,L29 - Psychic,L33 - Heal Block,L37 - Stone Edge,L41 - Solar Beam,L45 - Explosion,L49 - Wonder Room,03 - Psyshock,04 - Calm Mind,06 - Toxic,10 - Hidden Power,11 - Sunny Day,15 - Hyper Beam,16 - Light Screen,17 - Protect,20 - Safeguard,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ORAS - Helping Hand,ORAS - Wonder Room,ORAS - Recycle,ORAS - Stealth Rock,ORAS - Skill Swap,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
396,339,Barboach,Barboach,Start - Mud-Slap,L6 - Mud Sport,L6 - Water Sport,L9 - Water Gun,L13 - Mud Bomb,L15 - Amnesia,L17 - Water Pulse,L20 - Magnitude,L25 - Rest,L25 - Snore,L28 - Aqua Tail,L32 - Earthquake,L35 - Muddy Water,L39 - Future Sight,L44 - Fissure,06 - Toxic,07 - Hail,10 - Hidden Power,13 - Ice Beam,14 - Blizzard,17 - Protect,18 - Rain Dance,21 - Frustration,26 - Earthquake,27 - Return,32 - Double Team,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
397,340,Whiscash,Whiscash,Start - Thrash,Start - Belch,Start - Zen Headbutt,Start - Tickle,Start - Mud-Slap,Start - Mud Sport,Start - Water Sport,Start - Water Gun,L6 - Mud Sport,L6 - Water Sport,L9 - Water Gun,L13 - Mud Bomb,L15 - Amnesia,L17 - Water Pulse,L20 - Magnitude,L25 - Rest,L25 - Snore,L28 - Aqua Tail,L34 - Earthquake,L39 - Muddy Water,L45 - Future Sight,L52 - Fissure,06 - Toxic,07 - Hail,10 - Hidden Power,13 - Ice Beam,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
398,341,Corphish,Corphish,Start - Bubble,L5 - Harden,L7 - Vice Grip,L10 - Leer,L14 - Bubble Beam,L17 - Protect,L20 - Double Hit,L23 - Knock Off,L26 - Night Slash,L31 - Razor Shell,L34 - Taunt,L37 - Swords Dance,L39 - Crunch,L43 - Crabhammer,L48 - Guillotine,06 - Toxic,07 - Hail,10 - Hidden Power,12 - Taunt,13 - Ice Beam,14 - Blizzard,17 - Protect,18 - Rain Dance,21 - Frustration,27 - Return,31 - Brick Break,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
399,342,Crawdaunt,Crawdaunt,Start - Swift,Start - Bubble,Start - Harden,Start - Vice Grip,Start - Leer,L5 - Harden,L7 - Vice Grip,L10 - Leer,L14 - Bubble Beam,L17 - Protect,L20 - Double Hit,L23 - Knock Off,L26 - Night Slash,L32 - Razor Shell,L36 - Taunt,L40 - Swords Dance,L43 - Crunch,L48 - Crabhammer,L54 - Guillotine,06 - Toxic,07 - Hail,10 - Hidden Power,12 - Taunt,13 - Ice Beam,14 - Blizzard,15 - Hyper Beam,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ORAS - Icy Wind,ORAS - Snore,ORAS - Knock Off,ORAS - Water Pulse,ORAS - Spite,ORAS - Endeavor,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
400,343,Baltoy,Baltoy,Start - Harden,Start - Confusion,L4 - Rapid Spin,L7 - Mud-Slap,L10 - Heal Block,L13 - Rock Tomb,L16 - Psybeam,L19 - Ancient Power,L22 - Cosmic Power,L25 - Power Trick,L28 - Self-Destruct,L31 - Extrasensory,L34 - Guard Split,L34 - Power Split,L37 - Earth Power,L40 - Sandstorm,L43 - Imprison,L46 - Explosion,03 - Psyshock,04 - Calm Mind,06 - Toxic,10 - Hidden Power,11 - Sunny Day,13 - Ice Beam,16 - Light Screen,17 - Protect,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
401,344,Claydol,Claydol,Start - Hyper Beam,Start - Teleport,Start - Harden,Start - Confusion,Start - Rapid Spin,L4 - Rapid Spin,L7 - Mud-Slap,L10 - Heal Block,L13 - Rock Tomb,L16 - Psybeam,L19 - Ancient Power,L22 - Cosmic Power,L25 - Power Trick,L28 - Self-Destruct,L31 - Extrasensory,L34 - Guard Split,L34 - Power Split,L40 - Earth Power,L46 - Sandstorm,L52 - Imprison,L58 - Explosion,03 - Psyshock,04 - Calm Mind,06 - Toxic,10 - Hidden Power,11 - Sunny Day,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ORAS - Recycle,ORAS - Stealth Rock,ORAS - Skill Swap,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
402,345,Lileep,Lileep,Start - Astonish,Start - Constrict,L5 - Acid,L9 - Ingrain,L13 - Confuse Ray,L17 - Ancient Power,L21 - Brine,L26 - Giga Drain,L31 - Gastro Acid,L36 - Amnesia,L41 - Energy Ball,L46 - Stockpile,L46 - Spit Up,L46 - Swallow,L52 - Wring Out,06 - Toxic,10 - Hidden Power,11 - Sunny Day,17 - Protect,21 - Frustration,22 - Solar Beam,23 - Smack Down,27 - Return,32 - Double Team,36 - Sludge Bomb,37 - Sandstorm,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
403,346,Cradily,Cradily,Start - Wring Out,Start - Astonish,Start - Constrict,Start - Acid,Start - Ingrain,L5 - Acid,L9 - Ingrain,L13 - Confuse Ray,L17 - Ancient Power,L21 - Brine,L26 - Giga Drain,L31 - Gastro Acid,L36 - Amnesia,L44 - Energy Ball,L52 - Stockpile,L52 - Spit Up,L52 - Swallow,L61 - Wring Out,06 - Toxic,10 - Hidden Power,11 - Sunny Day,15 - Hyper Beam,17 - Protect,21 - Frustration,22 - Solar Beam,23 - Smack Down,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
404,347,Anorith,Anorith,Start - Scratch,Start - Harden,L4 - Mud Sport,L7 - Water Gun,L10 - Fury Cutter,L13 - Smack Down,L17 - Metal Claw,L21 - Ancient Power,L25 - Bug Bite,L29 - Brine,L34 - Slash,L39 - Crush Claw,L44 - X-Scissor,L49 - Protect,L55 - Rock Blast,06 - Toxic,10 - Hidden Power,11 - Sunny Day,17 - Protect,21 - Frustration,23 - Smack Down,27 - Return,31 - Brick Break,32 - Double Team,37 - Sandstorm,39 - Rock Tomb,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
